Q5SHG2	UniProtKB-ID	ACCD_THET8
Q5SHG2	GI	55981737
Q5SHG2	GI	55773150
Q5SHG2	GI	81600341
Q5SHG2	UniRef100	UniRef100_Q5SHG2
Q5SHG2	UniRef90	UniRef90_Q72HS7
Q5SHG2	UniRef50	UniRef50_Q72HS7
Q5SHG2	UniParc	UPI00001A45B7
Q5SHG2	EMBL	AP008226
Q5SHG2	EMBL-CDS	BAD71591.1
Q5SHG2	RefSeq	YP_145034.1
Q5SHG2	RefSeq_NT	NC_006461.1
Q5SHG2	GeneID	3169430
Q5SHG2	GenomeReviews	AP008226_GR
Q5SHG2	KEGG	ttj:TTHA1768
Q5SHG2	NMPDR	fig|300852.3.peg.1040
Q5SHG2	eggNOG	COG0777
Q5SHG2	HOGENOM	HBG285696
Q5SHG2	OMA	LEHGMVD
Q5SHG2	ProtClustDB	CLSK444937
Q5SHG2	BioCyc	TTHE300852:TTHA1768-MONOMER
Q53WH9	UniProtKB-ID	ACDH_THET8
Q53WH9	GI	81626172
Q53WH9	GI	55978430
Q53WH9	GI	55773603
Q53WH9	UniRef100	UniRef100_Q53WH9
Q53WH9	UniRef90	UniRef90_Q53WH9
Q53WH9	UniRef50	UniRef50_A8LAA2
Q53WH9	UniParc	UPI00001A4286
Q53WH9	EMBL	AP008227
Q53WH9	EMBL-CDS	BAD72043.1
Q53WH9	RefSeq	YP_145486.1
Q53WH9	RefSeq_NT	NC_006462.1
Q53WH9	GeneID	3169218
Q53WH9	GenomeReviews	AP008227_GR
Q53WH9	KEGG	ttj:TTHB247
Q53WH9	NMPDR	fig|300852.3.peg.2234
Q53WH9	eggNOG	COG4569
Q53WH9	HOGENOM	HBG300125
Q53WH9	OMA	IGGAQRG
Q53WH9	ProtClustDB	PRK08300
Q53WH9	BioCyc	TTHE300852:TTHB247-MONOMER
Q72IV9	UniProtKB-ID	ACPS_THET2
Q72IV9	GI	59797792
Q72IV9	GI	46199324
Q72IV9	GI	46196949
Q72IV9	UniRef100	UniRef100_Q72IV9
Q72IV9	UniRef90	UniRef90_Q72IV9
Q72IV9	UniRef50	UniRef50_C1D023
Q72IV9	UniParc	UPI00001A461C
Q72IV9	EMBL	AE017221
Q72IV9	EMBL-CDS	AAS81364.1
Q72IV9	RefSeq	YP_004991.1
Q72IV9	RefSeq_NT	NC_005835.1
Q72IV9	GeneID	2775721
Q72IV9	GenomeReviews	AE017221_GR
Q72IV9	eggNOG	COG0736
Q72IV9	HOGENOM	HBG734479
Q72IV9	OMA	APAGMNW
Q72IV9	ProtClustDB	PRK14662
Q72IV9	BioCyc	TTHE262724:TT_C1022-MONOMER
Q72LL3	UniProtKB-ID	ACP_THET2
Q72LL3	GI	46198354
Q72LL3	GI	46195976
Q72LL3	GI	81699368
Q72LL3	UniRef100	UniRef100_Q72LL3
Q72LL3	UniRef90	UniRef90_Q72LL3
Q72LL3	UniRef50	UniRef50_A7NP13
Q72LL3	UniParc	UPI00001A45E1
Q72LL3	EMBL	AE017221
Q72LL3	EMBL-CDS	AAS80394.1
Q72LL3	RefSeq	YP_004021.1
Q72LL3	RefSeq_NT	NC_005835.1
Q72LL3	HSSP	Q5SL79
Q72LL3	GeneID	2774759
Q72LL3	GenomeReviews	AE017221_GR
Q72LL3	eggNOG	COG0236
Q72LL3	HOGENOM	HBG755218
Q72LL3	OMA	DIIVSKM
Q72LL3	ProtClustDB	PRK00982
Q72LL3	BioCyc	TTHE262724:TT_C0046-MONOMER
Q72J95	UniProtKB-ID	ACSA_THET2
Q72J95	GI	81699285
Q72J95	GI	46196813
Q72J95	GI	46199188
Q72J95	UniRef100	UniRef100_Q72J95
Q72J95	UniRef90	UniRef90_Q72J95
Q72J95	UniRef50	UniRef50_Q2G512
Q72J95	UniParc	UPI00003523A6
Q72J95	EMBL	AE017221
Q72J95	EMBL-CDS	AAS81228.1
Q72J95	RefSeq	YP_004855.1
Q72J95	RefSeq_NT	NC_005835.1
Q72J95	HSSP	Q8ZKF6
Q72J95	GeneID	2775386
Q72J95	GenomeReviews	AE017221_GR
Q72J95	eggNOG	COG0365
Q72J95	HOGENOM	HBG547964
Q72J95	OMA	RAFMKSG
Q72J95	ProtClustDB	PRK00174
Q72J95	BioCyc	TTHE262724:TT_C0884-MONOMER
Q72L64	UniProtKB-ID	ACYP_THET2
Q72L64	GI	81406248
Q72L64	GI	46198507
Q72L64	GI	46196129
Q72L64	UniRef100	UniRef100_Q72L64
Q72L64	UniRef90	UniRef90_Q72L64
Q72L64	UniRef50	UniRef50_Q72L64
Q72L64	UniParc	UPI00001A44A8
Q72L64	EMBL	AE017221
Q72L64	EMBL-CDS	AAS80547.1
Q72L64	RefSeq	YP_004174.1
Q72L64	RefSeq_NT	NC_005835.1
Q72L64	HSSP	Q97ZL0
Q72L64	GeneID	2774842
Q72L64	GenomeReviews	AE017221_GR
Q72L64	eggNOG	COG1254
Q72L64	HOGENOM	HBG750266
Q72L64	OMA	EALIGWA
Q72L64	ProtClustDB	PRK14433
Q72L64	BioCyc	TTHE262724:TT_C0199-MONOMER
B1I493	UniProtKB-ID	ADDA_DESAP
B1I493	GI	169831437
B1I493	GI	169638281
B1I493	GI	251764572
B1I493	UniRef100	UniRef100_B1I493
B1I493	UniRef90	UniRef90_B1I493
B1I493	UniRef50	UniRef50_B1I493
B1I493	UniParc	UPI00016DB3A0
B1I493	EMBL	CP000860
B1I493	EMBL-CDS	ACA59787.1
B1I493	RefSeq	YP_001717419.1
B1I493	RefSeq_NT	NC_010424.1
B1I493	GeneID	6027642
B1I493	GenomeReviews	CP000860_GR
B1I493	KEGG	dau:Daud_1276
B1I493	HOGENOM	HBG305316
B1I493	OMA	NSVKVSM
B1I493	BioCyc	CDES477974:DAUD_1276-MONOMER
Q72GG0	UniProtKB-ID	APGM_THET2
Q72GG0	GI	61211539
Q72GG0	GI	46200190
Q72GG0	GI	46197818
Q72GG0	UniRef100	UniRef100_Q72GG0
Q72GG0	UniRef90	UniRef90_Q72GG0
Q72GG0	UniRef50	UniRef50_Q5SM27
Q72GG0	UniParc	UPI00003526E3
Q72GG0	EMBL	AE017221
Q72GG0	EMBL-CDS	AAS82230.1
Q72GG0	RefSeq	YP_005857.1
Q72GG0	RefSeq_NT	NC_005835.1
Q72GG0	GeneID	2775596
Q72GG0	GenomeReviews	AE017221_GR
Q72GG0	eggNOG	COG3635
Q72GG0	HOGENOM	HBG463247
Q72GG0	OMA	DIAFRCN
Q72GG0	ProtClustDB	PRK04135
Q72GG0	BioCyc	TTHE262724:TT_C1888-MONOMER
O50147	UniProtKB-ID	ARBL_THET2
O50147	GI	7387548
O50147	GI	2696108
O50147	GI	46199843
O50147	GI	46197470
O50147	UniRef100	UniRef100_O50147
O50147	UniRef90	UniRef90_O50147
O50147	UniRef50	UniRef50_O50147
O50147	UniParc	UPI0000125D7D
O50147	EMBL	AB006681
O50147	EMBL	AE017221
O50147	EMBL-CDS	BAA23879.1
O50147	EMBL-CDS	AAS81883.1
O50147	RefSeq	YP_005510.1
O50147	RefSeq_NT	NC_005835.1
O50147	GeneID	2775531
O50147	GenomeReviews	AE017221_GR
O50147	eggNOG	COG0548
O50147	HOGENOM	HBG497643
O50147	OMA	YLPVLTP
O50147	ProtClustDB	PRK14058
O50147	BioCyc	TTHE262724:TT_C1541-MONOMER
Q5SGY0	UniProtKB-ID	ARGB_THET8
Q5SGY0	GI	55981919
Q5SGY0	GI	55773332
Q5SGY0	GI	81363680
Q5SGY0	UniRef100	UniRef100_Q5SGY0
Q5SGY0	UniRef90	UniRef90_Q5SGY0
Q5SGY0	UniRef50	UniRef50_Q5SGY0
Q5SGY0	UniParc	UPI000046D8D1
Q5SGY0	EMBL	AP008226
Q5SGY0	EMBL-CDS	BAD71773.1
Q5SGY0	RefSeq	YP_145216.1
Q5SGY0	RefSeq_NT	NC_006461.1
Q5SGY0	HSSP	Q9HTN2
Q5SGY0	GeneID	3168085
Q5SGY0	GenomeReviews	AP008226_GR
Q5SGY0	KEGG	ttj:TTHA1950
Q5SGY0	NMPDR	fig|300852.3.peg.1696
Q5SGY0	eggNOG	COG0548
Q5SGY0	HOGENOM	HBG497643
Q5SGY0	OMA	MVLCGST
Q5SGY0	ProtClustDB	CLSK445594
Q5SGY0	BioCyc	TTHE300852:TTHA1950-MONOMER
P96136	UniProtKB-ID	ARGC_THET2
P96136	GI	1781360
P96136	GI	47606745
P96136	GI	46196766
P96136	GI	46199142
P96136	GI	3859096
P96136	UniRef100	UniRef100_P96136
P96136	UniRef90	UniRef90_P96136
P96136	UniRef50	UniRef50_P96136
P96136	UniParc	UPI0000352387
P96136	EMBL	Y10525
P96136	EMBL	Y18353
P96136	EMBL	AE017221
P96136	EMBL-CDS	CAA71550.1
P96136	EMBL-CDS	CAA77142.1
P96136	EMBL-CDS	AAS81182.1
P96136	RefSeq	YP_004809.1
P96136	RefSeq_NT	NC_005835.1
P96136	GeneID	2775222
P96136	GenomeReviews	AE017221_GR
P96136	eggNOG	COG0002
P96136	HOGENOM	HBG294213
P96136	OMA	VCRIAVH
P96136	ProtClustDB	PRK00436
P96136	BioCyc	TTHE262724:TT_C0836-MONOMER
Q93R93	UniProtKB-ID	ARGD_THET2
Q93R93	GI	28376927
Q93R93	GI	14588549
Q93R93	GI	46199695
Q93R93	GI	46197321
Q93R93	UniRef100	UniRef100_Q93R93
Q93R93	UniRef90	UniRef90_Q93R93
Q93R93	UniRef50	UniRef50_Q93R93
Q93R93	UniParc	UPI0000125EB0
Q93R93	EMBL	AB055203
Q93R93	EMBL	AE017221
Q93R93	EMBL-CDS	BAB61775.1
Q93R93	EMBL-CDS	AAS81735.1
Q93R93	RefSeq	YP_005362.1
Q93R93	RefSeq_NT	NC_005835.1
Q93R93	GeneID	2775684
Q93R93	GenomeReviews	AE017221_GR
Q93R93	eggNOG	COG4992
Q93R93	HOGENOM	HBG725944
Q93R93	OMA	VEPVEFI
Q93R93	ProtClustDB	PRK02627
Q93R93	BioCyc	MetaCyc:MONOMER-6741
Q93R93	BioCyc	TTHE262724:TT_C1393-MONOMER
Q5SHH5	UniProtKB-ID	ARGD_THET8
Q5SHH5	GI	73535351
Q5SHH5	GI	55981724
Q5SHH5	GI	78100827
Q5SHH5	GI	78100825
Q5SHH5	GI	73535350
Q5SHH5	GI	55773137
Q5SHH5	GI	78100826
Q5SHH5	GI	81678504
Q5SHH5	GI	78100828
Q5SHH5	UniRef100	UniRef100_Q5SHH5
Q5SHH5	UniRef90	UniRef90_Q93R93
Q5SHH5	UniRef50	UniRef50_Q93R93
Q5SHH5	UniParc	UPI000046D873
Q5SHH5	EMBL	AP008226
Q5SHH5	EMBL-CDS	BAD71578.1
Q5SHH5	RefSeq	YP_145021.1
Q5SHH5	RefSeq_NT	NC_006461.1
Q5SHH5	PDB	1VEF
Q5SHH5	PDB	1WKG
Q5SHH5	PDB	1WKH
Q5SHH5	GeneID	3169449
Q5SHH5	GenomeReviews	AP008226_GR
Q5SHH5	KEGG	ttj:TTHA1755
Q5SHH5	NMPDR	fig|300852.3.peg.1027
Q5SHH5	eggNOG	COG4992
Q5SHH5	HOGENOM	HBG725944
Q5SHH5	OMA	VEPVEFI
Q5SHH5	ProtClustDB	PRK02627
Q5SHH5	BioCyc	TTHE300852:TTHA1755-MONOMER
P96137	UniProtKB-ID	ARGJ_THET2
P96137	GI	1781361
P96137	GI	46199141
P96137	GI	46196765
P96137	GI	3859097
P96137	GI	47606746
P96137	UniRef100	UniRef100_P96137
P96137	UniRef90	UniRef90_P96137
P96137	UniRef50	UniRef50_Q5SJ18
P96137	UniParc	UPI0000352386
P96137	EMBL	Y10525
P96137	EMBL	Y18353
P96137	EMBL	AE017221
P96137	EMBL-CDS	CAA71551.1
P96137	EMBL-CDS	CAA77143.1
P96137	EMBL-CDS	AAS81181.1
P96137	RefSeq	YP_004808.1
P96137	RefSeq_NT	NC_005835.1
P96137	GeneID	2775644
P96137	GenomeReviews	AE017221_GR
P96137	eggNOG	COG1364
P96137	HOGENOM	HBG284202
P96137	OMA	QARAIIC
P96137	ProtClustDB	PRK05388
P96137	BioCyc	TTHE262724:TT_C0835-MONOMER
Q72GZ4	UniProtKB-ID	ARLY_THET2
Q72GZ4	GI	46197631
Q72GZ4	GI	61211540
Q72GZ4	GI	46200004
Q72GZ4	UniRef100	UniRef100_Q72GZ4
Q72GZ4	UniRef90	UniRef90_Q72GZ4
Q72GZ4	UniRef50	UniRef50_B2S8N8
Q72GZ4	UniParc	UPI000035264C
Q72GZ4	EMBL	AE017221
Q72GZ4	EMBL-CDS	AAS82044.1
Q72GZ4	RefSeq	YP_005671.1
Q72GZ4	RefSeq_NT	NC_005835.1
Q72GZ4	GeneID	2776309
Q72GZ4	GenomeReviews	AE017221_GR
Q72GZ4	eggNOG	COG0165
Q72GZ4	HOGENOM	HBG539632
Q72GZ4	OMA	MAEDLIF
Q72GZ4	ProtClustDB	PRK00855
Q72GZ4	BioCyc	TTHE262724:TT_C1702-MONOMER
Q5SL36	UniProtKB-ID	AROA_THET8
Q5SL36	GI	55980426
Q5SL36	GI	81678613
Q5SL36	GI	55771839
Q5SL36	UniRef100	UniRef100_Q5SL36
Q5SL36	UniRef90	UniRef90_Q72LH1
Q5SL36	UniRef50	UniRef50_Q2JSF1
Q5SL36	UniParc	UPI000046D5ED
Q5SL36	EMBL	AP008226
Q5SL36	EMBL-CDS	BAD70280.1
Q5SL36	RefSeq	YP_143723.1
Q5SL36	RefSeq_NT	NC_006461.1
Q5SL36	HSSP	Q9S400
Q5SL36	GeneID	3168719
Q5SL36	GenomeReviews	AP008226_GR
Q5SL36	KEGG	ttj:TTHA0457
Q5SL36	NMPDR	fig|300852.3.peg.522
Q5SL36	eggNOG	COG0128
Q5SL36	HOGENOM	HBG646626
Q5SL36	OMA	PAPSRDH
Q5SL36	ProtClustDB	PRK02427
Q5SL36	BioCyc	TTHE300852:TTHA0457-MONOMER
Q5SII5	UniProtKB-ID	AROC_THET8
Q5SII5	GI	55981353
Q5SII5	GI	67460209
Q5SII5	GI	55772766
Q5SII5	UniRef100	UniRef100_Q5SII5
Q5SII5	UniRef90	UniRef90_Q72IW3
Q5SII5	UniRef50	UniRef50_B1HTD1
Q5SII5	UniParc	UPI00001A4620
Q5SII5	EMBL	AP008226
Q5SII5	EMBL-CDS	BAD71207.1
Q5SII5	RefSeq	YP_144650.1
Q5SII5	RefSeq_NT	NC_006461.1
Q5SII5	GeneID	3168132
Q5SII5	GenomeReviews	AP008226_GR
Q5SII5	KEGG	ttj:TTHA1384
Q5SII5	NMPDR	fig|300852.3.peg.1663
Q5SII5	eggNOG	COG0082
Q5SII5	HOGENOM	HBG292336
Q5SII5	OMA	GSEAHDE
Q5SII5	ProtClustDB	PRK05382
Q5SII5	BioCyc	TTHE300852:TTHA1384-MONOMER
Q5SJF8	UniProtKB-ID	AROE_THET8
Q5SJF8	GI	73536326
Q5SJF8	GI	55981019
Q5SJF8	GI	73536327
Q5SJF8	GI	99032021
Q5SJF8	GI	99032020
Q5SJF8	GI	60593954
Q5SJF8	GI	60593955
Q5SJF8	GI	55772432
Q5SJF8	GI	81678557
Q5SJF8	GI	99032118
Q5SJF8	GI	99032117
Q5SJF8	UniRef100	UniRef100_Q5SJF8
Q5SJF8	UniRef90	UniRef90_Q72JT0
Q5SJF8	UniRef50	UniRef50_Q72JT0
Q5SJF8	UniParc	UPI00001A4355
Q5SJF8	EMBL	AP008226
Q5SJF8	EMBL-CDS	BAD70873.1
Q5SJF8	RefSeq	YP_144316.1
Q5SJF8	RefSeq_NT	NC_006461.1
Q5SJF8	PDB	1WXD
Q5SJF8	PDB	2CY0
Q5SJF8	PDB	2D5C
Q5SJF8	PDB	2EV9
Q5SJF8	GeneID	3169915
Q5SJF8	GenomeReviews	AP008226_GR
Q5SJF8	KEGG	ttj:TTHA1050
Q5SJF8	NMPDR	fig|300852.3.peg.1187
Q5SJF8	eggNOG	COG0169
Q5SJF8	HOGENOM	HBG553408
Q5SJF8	OMA	VTMPNKV
Q5SJF8	ProtClustDB	CLSK738580
Q5SJF8	BioCyc	TTHE300852:TTHA1050-MONOMER
Q72IW2	UniProtKB-ID	AROK_THET2
Q72IW2	GI	46196946
Q72IW2	GI	81405754
Q72IW2	GI	46199321
Q72IW2	UniRef100	UniRef100_Q72IW2
Q72IW2	UniRef90	UniRef90_Q72IW2
Q72IW2	UniRef50	UniRef50_Q72IW2
Q72IW2	UniParc	UPI0000352415
Q72IW2	EMBL	AE017221
Q72IW2	EMBL-CDS	AAS81361.1
Q72IW2	RefSeq	YP_004988.1
Q72IW2	RefSeq_NT	NC_005835.1
Q72IW2	GeneID	2775220
Q72IW2	GenomeReviews	AE017221_GR
Q72IW2	eggNOG	COG0703
Q72IW2	HOGENOM	HBG335815
Q72IW2	OMA	VIYLRAN
Q72IW2	ProtClustDB	PRK13948
Q72IW2	BioCyc	TTHE262724:TT_C1019-MONOMER
Q72IZ2	UniProtKB-ID	AROQ_THET2
Q72IZ2	GI	46196916
Q72IZ2	GI	60391748
Q72IZ2	GI	46199291
Q72IZ2	UniRef100	UniRef100_Q72IZ2
Q72IZ2	UniRef90	UniRef90_Q72IZ2
Q72IZ2	UniRef50	UniRef50_A6W284
Q72IZ2	UniParc	UPI00001A462A
Q72IZ2	EMBL	AE017221
Q72IZ2	EMBL-CDS	AAS81331.1
Q72IZ2	RefSeq	YP_004958.1
Q72IZ2	RefSeq_NT	NC_005835.1
Q72IZ2	GeneID	2776264
Q72IZ2	GenomeReviews	AE017221_GR
Q72IZ2	eggNOG	COG0757
Q72IZ2	HOGENOM	HBG284657
Q72IZ2	OMA	IMVINGP
Q72IZ2	ProtClustDB	PRK05395
Q72IZ2	BioCyc	TTHE262724:TT_C0989-MONOMER
P61526	UniProtKB-ID	ASSY_THET2
P61526	GI	47605394
P61526	GI	46200003
P61526	GI	46197630
P61526	UniRef100	UniRef100_P61526
P61526	UniRef90	UniRef90_P61526
P61526	UniRef50	UniRef50_Q9SZX3
P61526	UniParc	UPI000035264B
P61526	EMBL	AE017221
P61526	EMBL-CDS	AAS82043.1
P61526	RefSeq	YP_005670.1
P61526	RefSeq_NT	NC_005835.1
P61526	GeneID	2776308
P61526	GenomeReviews	AE017221_GR
P61526	eggNOG	COG0137
P61526	HOGENOM	HBG335267
P61526	OMA	PLIAKRQ
P61526	ProtClustDB	PRK00509
P61526	BioCyc	TTHE262724:TT_C1701-MONOMER
Q5SHZ8	UniProtKB-ID	BIKB_THET8
Q5SHZ8	GI	55772964
Q5SHZ8	GI	55981551
Q5SHZ8	GI	81363881
Q5SHZ8	UniRef100	UniRef100_Q5SHZ8
Q5SHZ8	UniRef90	UniRef90_Q5SHZ8
Q5SHZ8	UniRef50	UniRef50_Q5SHZ8
Q5SHZ8	UniParc	UPI00001A4583
Q5SHZ8	EMBL	AP008226
Q5SHZ8	EMBL-CDS	BAD71405.1
Q5SHZ8	RefSeq	YP_144848.1
Q5SHZ8	RefSeq_NT	NC_006461.1
Q5SHZ8	HSSP	P0AB77
Q5SHZ8	GeneID	3169187
Q5SHZ8	GenomeReviews	AP008226_GR
Q5SHZ8	KEGG	ttj:TTHA1582
Q5SHZ8	NMPDR	fig|300852.3.peg.1894
Q5SHZ8	eggNOG	COG0156
Q5SHZ8	HOGENOM	HBG649839
Q5SHZ8	OMA	SGFTANQ
Q5SHZ8	ProtClustDB	CLSK445542
Q5SHZ8	BioCyc	TTHE300852:TTHA1582-MONOMER
Q72L21	UniProtKB-ID	BIOB_THET2
Q72L21	GI	46196172
Q72L21	GI	81406231
Q72L21	GI	46198550
Q72L21	UniRef100	UniRef100_Q72L21
Q72L21	UniRef90	UniRef90_Q72L21
Q72L21	UniRef50	UniRef50_Q5SKN6
Q72L21	UniParc	UPI0000352180
Q72L21	EMBL	AE017221
Q72L21	EMBL-CDS	AAS80590.1
Q72L21	RefSeq	YP_004217.1
Q72L21	RefSeq_NT	NC_005835.1
Q72L21	HSSP	P12996
Q72L21	GeneID	2776186
Q72L21	GenomeReviews	AE017221_GR
Q72L21	eggNOG	COG0502
Q72L21	HOGENOM	HBG405569
Q72L21	OMA	LEICSGG
Q72L21	ProtClustDB	CLSK738366
Q72L21	BioCyc	TTHE262724:TT_C0242-MONOMER
Q5SKN6	UniProtKB-ID	BIOB_THET8
Q5SKN6	GI	81364442
Q5SKN6	GI	55771989
Q5SKN6	GI	55980576
Q5SKN6	UniRef100	UniRef100_Q5SKN6
Q5SKN6	UniRef90	UniRef90_Q72L21
Q5SKN6	UniRef50	UniRef50_Q5SKN6
Q5SKN6	UniParc	UPI000046D63F
Q5SKN6	EMBL	AP008226
Q5SKN6	EMBL-CDS	BAD70430.1
Q5SKN6	RefSeq	YP_143873.1
Q5SKN6	RefSeq_NT	NC_006461.1
Q5SKN6	HSSP	P12996
Q5SKN6	GeneID	3169204
Q5SKN6	GenomeReviews	AP008226_GR
Q5SKN6	KEGG	ttj:TTHA0607
Q5SKN6	NMPDR	fig|300852.3.peg.495
Q5SKN6	eggNOG	COG0502
Q5SKN6	HOGENOM	HBG405569
Q5SKN6	OMA	LEICSGG
Q5SKN6	ProtClustDB	CLSK738366
Q5SKN6	BioCyc	TTHE300852:TTHA0607-MONOMER
Q72L05	UniProtKB-ID	CAPP_THET2
Q72L05	GI	46198568
Q72L05	GI	46196190
Q72L05	GI	73917667
Q72L05	UniRef100	UniRef100_Q72L05
Q72L05	UniRef90	UniRef90_Q72L05
Q72L05	UniRef50	UniRef50_Q72L05
Q72L05	UniParc	UPI0000352190
Q72L05	EMBL	AE017221
Q72L05	EMBL-CDS	AAS80608.1
Q72L05	RefSeq	YP_004235.1
Q72L05	RefSeq_NT	NC_005835.1
Q72L05	GeneID	2774951
Q72L05	GenomeReviews	AE017221_GR
Q72L05	eggNOG	COG2352
Q72L05	HOGENOM	HBG351035
Q72L05	OMA	AIPWVFG
Q72L05	ProtClustDB	CLSK444980
Q72L05	BioCyc	TTHE262724:TT_C0260-MONOMER
Q72GZ0	UniProtKB-ID	CARA_THET2
Q72GZ0	GI	60389680
Q72GZ0	GI	46200008
Q72GZ0	GI	46197635
Q72GZ0	UniRef100	UniRef100_Q72GZ0
Q72GZ0	UniRef90	UniRef90_Q72GZ0
Q72GZ0	UniRef50	UniRef50_Q1IWN0
Q72GZ0	UniParc	UPI0000352650
Q72GZ0	EMBL	AE017221
Q72GZ0	EMBL-CDS	AAS82048.1
Q72GZ0	RefSeq	YP_005675.1
Q72GZ0	RefSeq_NT	NC_005835.1
Q72GZ0	GeneID	2775932
Q72GZ0	GenomeReviews	AE017221_GR
Q72GZ0	eggNOG	COG0505
Q72GZ0	HOGENOM	HBG286341
Q72GZ0	OMA	FTYPELG
Q72GZ0	ProtClustDB	PRK12564
Q72GZ0	BioCyc	TTHE262724:TT_C1706-MONOMER
Q5SKN1	UniProtKB-ID	CARB_THET8
Q5SKN1	GI	55771994
Q5SKN1	GI	81821888
Q5SKN1	GI	55980581
Q5SKN1	UniRef100	UniRef100_Q5SKN1
Q5SKN1	UniRef90	UniRef90_P96495
Q5SKN1	UniRef50	UniRef50_Q9ZKT2
Q5SKN1	UniParc	UPI000046D642
Q5SKN1	EMBL	AP008226
Q5SKN1	EMBL-CDS	BAD70435.1
Q5SKN1	RefSeq	YP_143878.1
Q5SKN1	RefSeq_NT	NC_006461.1
Q5SKN1	HSSP	P00968
Q5SKN1	GeneID	3168224
Q5SKN1	GenomeReviews	AP008226_GR
Q5SKN1	KEGG	ttj:TTHA0612
Q5SKN1	NMPDR	fig|300852.3.peg.525
Q5SKN1	eggNOG	COG0458
Q5SKN1	HOGENOM	HBG405439
Q5SKN1	OMA	EFATNTA
Q5SKN1	ProtClustDB	PRK05294
Q5SKN1	BioCyc	TTHE300852:TTHA0612-MONOMER
P61989	UniProtKB-ID	CBID_THET2
P61989	GI	46255079
P61989	GI	48427976
P61989	GI	46197928
P61989	UniRef100	UniRef100_P61989
P61989	UniRef90	UniRef90_P61989
P61989	UniRef50	UniRef50_P61989
P61989	UniParc	UPI00001A434B
P61989	EMBL	AE017222
P61989	EMBL-CDS	AAS82338.1
P61989	RefSeq	YP_005991.1
P61989	RefSeq_NT	NC_005838.1
P61989	GeneID	2776621
P61989	GenomeReviews	AE017222_GR
P61989	KEGG	tth:TT_P0008
P61989	eggNOG	COG1903
P61989	HOGENOM	HBG705387
P61989	OMA	RRGWTTG
P61989	ProtClustDB	PRK00075
P61989	BioCyc	TTHE262724:TT_P0008-MONOMER
Q72IU3	UniProtKB-ID	CCME_THET2
Q72IU3	GI	46196966
Q72IU3	GI	46199341
Q72IU3	GI	81405743
Q72IU3	UniRef100	UniRef100_Q72IU3
Q72IU3	UniRef90	UniRef90_Q72IU3
Q72IU3	UniRef50	UniRef50_Q5SIG4
Q72IU3	UniParc	UPI0000352424
Q72IU3	EMBL	AE017221
Q72IU3	EMBL-CDS	AAS81381.1
Q72IU3	RefSeq	YP_005008.1
Q72IU3	RefSeq_NT	NC_005835.1
Q72IU3	GeneID	2775182
Q72IU3	GenomeReviews	AE017221_GR
Q72IU3	eggNOG	COG2332
Q72IU3	HOGENOM	HBG296631
Q72IU3	OMA	QNSVYFL
Q72IU3	ProtClustDB	PRK13254
